,pic,description,x0,y0,x1,y1
83,Condiment-aisle-in-a-grocery-store-1200x853.jpg,0,817,393,823,396
84,Condiment-aisle-in-a-grocery-store-1200x853.jpg,IRANRAM,750,419,801,427
85,Condiment-aisle-in-a-grocery-store-1200x853.jpg,Salsin,1,497,24,504
86,Condiment-aisle-in-a-grocery-store-1200x853.jpg,Sals,39,495,58,507
87,Condiment-aisle-in-a-grocery-store-1200x853.jpg,Sals,139,497,156,504
88,Condiment-aisle-in-a-grocery-store-1200x853.jpg,12.49,419,500,437,504
89,Condiment-aisle-in-a-grocery-store-1200x853.jpg,20,923,504,939,512
90,Condiment-aisle-in-a-grocery-store-1200x853.jpg,Cmbal,238,570,264,574
91,Condiment-aisle-in-a-grocery-store-1200x853.jpg,Kimbal,269,575,290,579
92,Condiment-aisle-in-a-grocery-store-1200x853.jpg,mbal,300,576,310,579
93,Condiment-aisle-in-a-grocery-store-1200x853.jpg,Kni,888,581,905,592
94,Condiment-aisle-in-a-grocery-store-1200x853.jpg,K,915,581,923,592
95,Condiment-aisle-in-a-grocery-store-1200x853.jpg,kh,945,581,957,593
96,Condiment-aisle-in-a-grocery-store-1200x853.jpg,(ABC,977,582,997,593
97,Condiment-aisle-in-a-grocery-store-1200x853.jpg,ABC,1012,583,1029,593
98,Condiment-aisle-in-a-grocery-store-1200x853.jpg,ABC,1036,584,1059,594
99,Condiment-aisle-in-a-grocery-store-1200x853.jpg,KICAP,1138,586,1155,591
100,Condiment-aisle-in-a-grocery-store-1200x853.jpg,ABC,1071,587,1092,596
101,Condiment-aisle-in-a-grocery-store-1200x853.jpg,ABC,1103,587,1123,595
102,Condiment-aisle-in-a-grocery-store-1200x853.jpg,3.24,239,624,253,629
103,Condiment-aisle-in-a-grocery-store-1200x853.jpg,42,484,623,492,628
104,Condiment-aisle-in-a-grocery-store-1200x853.jpg,170,531,623,546,628
105,Condiment-aisle-in-a-grocery-store-1200x853.jpg,Ele,600,711,616,714
106,Condiment-aisle-in-a-grocery-store-1200x853.jpg,quio,889,713,925,724
107,Condiment-aisle-in-a-grocery-store-1200x853.jpg,quip,933,713,957,724
108,Condiment-aisle-in-a-grocery-store-1200x853.jpg,Cmball,481,718,504,723
109,Condiment-aisle-in-a-grocery-store-1200x853.jpg,Mah,977,722,999,731
110,Condiment-aisle-in-a-grocery-store-1200x853.jpg,国,1027,723,1047,742
111,Condiment-aisle-in-a-grocery-store-1200x853.jpg,国,1049,723,1077,742
112,Condiment-aisle-in-a-grocery-store-1200x853.jpg,日,1096,725,1100,742
113,Condiment-aisle-in-a-grocery-store-1200x853.jpg,21.06,3,767,13,772
114,Condiment-aisle-in-a-grocery-store-1200x853.jpg,00,37,767,56,772
115,Condiment-aisle-in-a-grocery-store-1200x853.jpg,354,311,767,320,773
116,pop.jpg,"ANA
DR
o DIETE
CITRON
DRY
CHOOSE UP
CHOISI UP
GINGER A
Crus
rusk
eplepper
leper
Camp nts
complimets
GINGER AL
SODA
OINGEMOR
iments
ments
Uments
tnents
COLLA
ush
Pper
KUSK
HO E UP
ooS UP
CHOOSE UP
TRE
IN
RAIS
(HOISI UP
Orang
Ush
Creame
T BEER
Crea
ZUTRES
ZUTRES
SODA 21
21
224
5t0
139
139
E
- 249
139
139
139
139
299
79
79
39
4
11
11
11
TME BAVE ME
FREE
11
DIT
CCC
pepsi psi
Mousse Ceream
MouSse
I psi
DIET DIETE
peesi Pos
Bris
Brisk
Schweppes
Schwe
aream
soda
complimer
GINGER ALE
soda
compliments
compliments
SCA
GINGE
ROOT DEER
RACINETTE
ROOT BEER
RACINETTE
SODA
GDNGEMBRE
complimenta
ents
compliments
Sprite
Sprite
COLA
OLA
compliments
21
COLA
COLA
2L
pr
15
ni
SRUS
mina
pepsi
39
15
111
-1 139
ini
mini
ZERO UGAR
diet
7
-1 139
pepsi
139
MOLE T
TRAY
15222 9
-1 139
11
UT M AE
-1 139
15
nini
mini
herry
noire
Lemo
Limo
-1 169
lock Cherry
lerise noire B
ade
RAY
pepsi
Lemon
Limon
11
pepsi
ode
e 20de
de
SESTBRE
15x2
E EAVE
5
ZERO SUCRE 8
100
diet
Comptiates
pepsi
NIC WATER
DA TONIQUE TON
CLUB SODA
SOD
SODA CLUE
CUB SODA
SODA CLUE
bec WATER
SODA 2L
8
21L
SRE
GINGE
SODA GINE
CHUB
213
MUG
2L
Crush
rape
-1 199
912
Pepper
ODr
Pepper
GINGLA
SODA GING
-1 139
ROOT BEER
150DA
11
ADA
DRY
CAPENE
-1 139
CRsh
-1 139
MING
ANADA
DRY
139
249
Pebper
111
12
CaNGER ALE
ROOT BEER
DIET-DIETE
249
up
Brike
Peppe
CAFE
249
Dr
Pepper
compliments
COLA
569
DIET-DIETE
bew
12
1929
compliments
ICEB TEA
MUG
Pepper
SODA CLUB
compliments
DIET-DIETE
24
CHOOSE UP
CHOISI UP
CHOOSE UP
CHOISI UP
2A
ROOT BEER
compliments
D: G/OIETS
bew
12
COLA
CocaCoa Coa Coca
Coca-Cola
Crush
Coca-Cola
LEMON CITRON
SDA 12 CANETTES
Atn
MUG
DIET-DIETE
TONIC WATER
SODA TONIQUE
compliments
129
Brisk
SCDA CLUB
Pepper
ICED TEA
THE CLACE
nents
CHOOSE UP
CHOISI UP
CHOOSE UP
CHOISI UP
ROOT BEER
ACANS CANETTES
Poppe
449
DIS/CNETS
MUG
LEMON CITRON
DEW
Oren 24
DIET-DIETE
compliments
ROOT BEER
RACINETTE
loca-Cola
CoCola CocaCoa
Coca-Cola
PDr
Pepper
449
12a Brisk
CED TLA
THE GLACE
ROOT BECR
COLA
449
449
ACITRON
compliments
1199
CRAPE
RAIN
DIET -DLETE
129
Brik
ROOT BEER
RACINETTE
DTEA
GLACE
pepsi
COLA
847
119
pepsi
24
DIET-DETE
grape
raisin
24
847
DEET-DIETE
ROOT BEED
RACONETTE
OSE UP
COLA
449
449
449
DRY
Coca
CocaCola
449
449
449
ocatocal
Coca Cola
lle lat
119
847
1199
ange
Isdad
.....
...
( TONIC WATER
J%EL CANS/CANETTES
Coke
",0,364,4049,3010
117,pop.jpg,ANA,3975,381,4031,381
118,pop.jpg,DR,3993,391,4028,397
119,pop.jpg,o,2283,454,2292,471
120,pop.jpg,DIETE,2306,455,2337,472
121,pop.jpg,CITRON,1367,511,1398,524
122,pop.jpg,DRY,3769,406,3809,409
123,pop.jpg,CHOOSE,2569,501,2664,500
124,pop.jpg,UP,2663,469,2699,488
125,pop.jpg,CHOISI,2575,526,2660,534
126,pop.jpg,UP,2659,497,2695,521
127,pop.jpg,GINGER,3973,424,4020,429
128,pop.jpg,A,4026,422,4031,428
129,pop.jpg,Crus,88,646,205,630
130,pop.jpg,rusk,170,640,301,632
131,pop.jpg,eplepper,885,599,1019,588
132,pop.jpg,leper,1022,589,1117,579
133,pop.jpg,Camp,3053,489,3076,500
134,pop.jpg,nts,3100,490,3118,501
135,pop.jpg,complimets,2162,529,2227,542
136,pop.jpg,GINGER,2161,543,2198,553
137,pop.jpg,AL,2201,546,2214,554
138,pop.jpg,SODA,2161,557,2187,564
139,pop.jpg,OINGEMOR,2158,563,2214,574
140,pop.jpg,iments,1703,552,1747,564
141,pop.jpg,ments,1864,545,1896,555
142,pop.jpg,Uments,2312,524,2351,532
143,pop.jpg,tnents,2441,519,2480,527
144,pop.jpg,COLLA,3051,504,3109,535
145,pop.jpg,ush,2,628,99,637
146,pop.jpg,Pper,691,602,777,592
147,pop.jpg,KUSK,1,636,85,631
148,pop.jpg,HO,2421,540,2442,550
149,pop.jpg,E,2450,539,2455,547
150,pop.jpg,UP,2458,538,2472,545
151,pop.jpg,ooS,2422,552,2458,561
152,pop.jpg,UP,2452,552,2466,559
153,pop.jpg,CHOOSE,2283,545,2325,551
154,pop.jpg,UP,2329,542,2343,550
155,pop.jpg,TRE,1370,596,1400,605
156,pop.jpg,IN,1690,581,1722,592
157,pop.jpg,RAIS,1833,571,1855,583
158,pop.jpg,(HOISI,2283,558,2320,565
159,pop.jpg,UP,2324,556,2337,563
160,pop.jpg,Orang,18,666,80,656
161,pop.jpg,Ush,312,642,400,640
162,pop.jpg,Creame,214,672,266,645
163,pop.jpg,T,620,650,632,668
164,pop.jpg,BEER,638,651,681,671
165,pop.jpg,Crea,132,676,179,661
166,pop.jpg,ZUTRES,733,679,768,687
167,pop.jpg,ZUTRES,1076,664,1112,673
168,pop.jpg,SODA,2649,611,2673,621
169,pop.jpg,21,2678,609,2687,622
170,pop.jpg,21,2003,646,2013,655
171,pop.jpg,224,816,781,876,793
172,pop.jpg,5t0,406,810,424,822
173,pop.jpg,139,1440,809,1462,822
174,pop.jpg,139,1698,811,1722,823
175,pop.jpg,E,2970,758,2997,767
176,pop.jpg,-,1134,841,1152,850
177,pop.jpg,249,1163,840,1186,854
178,pop.jpg,139,2966,772,2995,790
179,pop.jpg,139,1968,837,1993,852
180,pop.jpg,139,2266,825,2299,847
181,pop.jpg,139,2611,811,2642,831
182,pop.jpg,299,3750,755,3793,771
183,pop.jpg,79,928,888,944,900
184,pop.jpg,79,1167,885,1188,899
185,pop.jpg,39,3406,804,3436,817
186,pop.jpg,4,1945,874,1976,881
187,pop.jpg,11,1981,884,1991,894
188,pop.jpg,11,2615,860,2642,883
189,pop.jpg,11,2285,877,2296,888
190,pop.jpg,TME,3361,832,3405,840
191,pop.jpg,BAVE,3408,830,3435,839
192,pop.jpg,ME,3437,829,3462,837
193,pop.jpg,FREE,3735,832,3803,847
194,pop.jpg,11,3425,859,3440,871
195,pop.jpg,DIT,2034,993,2059,1003
196,pop.jpg,CCC,2034,995,2282,1134
197,pop.jpg,pepsi,1,1089,40,1106
198,pop.jpg,psi,75,1093,99,1108
199,pop.jpg,Mousse,1650,1090,1777,1086
200,pop.jpg,Ceream,1771,1053,1886,1050
201,pop.jpg,MouSse,1788,1089,1893,1096
202,pop.jpg,I,138,1096,145,1112
203,pop.jpg,psi,147,1095,162,1112
204,pop.jpg,DIET,2873,985,2900,992
205,pop.jpg,DIETE,2904,985,2930,992
206,pop.jpg,peesi,203,1096,243,1114
207,pop.jpg,Pos,281,1098,314,1116
208,pop.jpg,Bris,1173,1074,1221,1094
209,pop.jpg,Brisk,1227,1077,1320,1085
210,pop.jpg,Schweppes,711,1077,786,1067
211,pop.jpg,Schwe,817,1081,873,1079
212,pop.jpg,aream,1643,1051,1747,1050
213,pop.jpg,soda,1677,1069,1712,1072
214,pop.jpg,complimer,2110,1052,2166,1061
215,pop.jpg,GINGER,2113,1062,2146,1073
216,pop.jpg,ALE,2149,1066,2164,1072
217,pop.jpg,soda,1808,1070,1855,1073
218,pop.jpg,compliments,2199,1048,2265,1058
219,pop.jpg,compliments,2335,1046,2407,1056
220,pop.jpg,SCA,2037,1079,2062,1086
221,pop.jpg,GINGE,2037,1086,2075,1097
222,pop.jpg,ROOT,2199,1065,2226,1073
223,pop.jpg,DEER,2229,1065,2254,1073
224,pop.jpg,RACINETTE,2193,1077,2254,1087
225,pop.jpg,ROOT,2339,1064,2366,1072
226,pop.jpg,BEER,2370,1064,2395,1072
227,pop.jpg,RACINETTE,2339,1077,2395,1085
228,pop.jpg,SODA,2114,1076,2136,1082
229,pop.jpg,GDNGEMBRE,2116,1083,2164,1093
230,pop.jpg,complimenta,2875,1048,2938,1057
231,pop.jpg,ents,2967,1048,2999,1059
232,pop.jpg,compliments,3137,1049,3218,1062
233,pop.jpg,Sprite,3733,1083,3888,1079
234,pop.jpg,Sprite,3900,1082,4048,1082
235,pop.jpg,COLA,2874,1067,2932,1082
236,pop.jpg,OLA,2957,1065,2992,1084
237,pop.jpg,compliments,3334,1051,3410,1064
238,pop.jpg,21,1583,1138,1592,1148
239,pop.jpg,COLA,3140,1072,3210,1089
240,pop.jpg,COLA,3337,1072,3403,1092
241,pop.jpg,2L,1740,1144,1750,1153
242,pop.jpg,pr,3608,1083,3684,1101
243,pop.jpg,15,46,1265,62,1284
244,pop.jpg,ni,1,1288,32,1323
245,pop.jpg,SRUS,1040,1251,954,1228
246,pop.jpg,mina,179,1291,225,1302
247,pop.jpg,pepsi,570,1341,646,1369
248,pop.jpg,39,1697,1302,1715,1313
249,pop.jpg,15,59,1374,76,1392
250,pop.jpg,111,1406,1330,1426,1343
251,pop.jpg,-1,1880,1307,1919,1320
252,pop.jpg,139,1919,1308,1941,1320
253,pop.jpg,ini,4,1394,46,1434
254,pop.jpg,mini,187,1392,234,1404
255,pop.jpg,ZERO,573,1374,605,1387
256,pop.jpg,UGAR,609,1374,648,1389
257,pop.jpg,diet,785,1362,814,1374
258,pop.jpg,7,1022,1358,1075,1429
259,pop.jpg,-1,2169,1312,2190,1329
260,pop.jpg,139,2210,1314,2233,1331
261,pop.jpg,pepsi,785,1372,860,1403
262,pop.jpg,139,2498,1321,2525,1336
263,pop.jpg,MOLE,2183,1337,2207,1344
264,pop.jpg,T,2241,1338,2248,1345
265,pop.jpg,TRAY,309,1420,340,1436
266,pop.jpg,15222,8,1439,56,1461
267,pop.jpg,9,60,1445,86,1465
268,pop.jpg,-1,2785,1328,2821,1344
269,pop.jpg,139,2826,1330,2854,1345
270,pop.jpg,11,2219,1361,2230,1371
271,pop.jpg,UT,2784,1355,2800,1361
272,pop.jpg,M,2802,1356,2826,1361
273,pop.jpg,AE,2828,1356,2850,1361
274,pop.jpg,-1,3128,1341,3168,1360
275,pop.jpg,139,3180,1343,3204,1362
276,pop.jpg,15,74,1480,91,1499
277,pop.jpg,nini,2,1496,67,1543
278,pop.jpg,mini,199,1496,244,1505
279,pop.jpg,herry,1223,1461,1262,1480
280,pop.jpg,noire,1223,1484,1265,1507
281,pop.jpg,Lemo,1888,1443,1937,1453
282,pop.jpg,Limo,1890,1462,1933,1470
283,pop.jpg,-1,3865,1359,3899,1378
284,pop.jpg,169,3911,1360,3946,1380
285,pop.jpg,lock,1334,1478,1367,1497
286,pop.jpg,Cherry,1370,1474,1437,1489
287,pop.jpg,lerise,1337,1507,1377,1521
288,pop.jpg,noire,1380,1497,1435,1511
289,pop.jpg,B,1445,1487,1461,1506
290,pop.jpg,ade,1453,1498,1489,1512
291,pop.jpg,RAY,445,1501,471,1508
292,pop.jpg,pepsi,359,1507,431,1533
293,pop.jpg,Lemon,1771,1464,1825,1467
294,pop.jpg,Limon,1772,1486,1821,1488
295,pop.jpg,11,3195,1396,3209,1407
296,pop.jpg,pepsi,597,1509,670,1547
297,pop.jpg,ode,1457,1473,1488,1494
298,pop.jpg,e,1601,1474,1615,1493
299,pop.jpg,20de,1617,1471,1647,1487
300,pop.jpg,de,1618,1491,1649,1503
301,pop.jpg,SESTBRE,2902,1417,2950,1423
302,pop.jpg,15x2,28,1548,93,1567
303,pop.jpg,E,3906,1390,3915,1399
304,pop.jpg,EAVE,3917,1390,3947,1399
305,pop.jpg,5,3891,1406,3923,1415
306,pop.jpg,ZERO,601,1544,628,1558
307,pop.jpg,SUCRE,633,1547,679,1567
308,pop.jpg,8,684,1551,702,1568
309,pop.jpg,100,3899,1409,3964,1447
310,pop.jpg,diet,793,1553,826,1568
311,pop.jpg,Comptiates,2424,1488,2466,1498
312,pop.jpg,pepsi,794,1564,872,1595
313,pop.jpg,NIC,2060,1522,2086,1534
314,pop.jpg,WATER,2091,1518,2148,1523
315,pop.jpg,DA,2057,1543,2076,1559
316,pop.jpg,TONIQUE,2082,1540,2156,1546
317,pop.jpg,TON,2171,1527,2197,1543
318,pop.jpg,CLUB,2224,1536,2277,1546
319,pop.jpg,SODA,2276,1525,2325,1532
320,pop.jpg,SOD,2162,1553,2198,1563
321,pop.jpg,SODA,2224,1556,2282,1565
322,pop.jpg,CLUE,2281,1542,2326,1553
323,pop.jpg,CUB,2395,1523,2431,1535
324,pop.jpg,SODA,2433,1516,2485,1528
325,pop.jpg,SODA,2395,1542,2436,1555
326,pop.jpg,CLUE,2438,1537,2491,1547
327,pop.jpg,bec,1943,1547,1966,1560
328,pop.jpg,WATER,1972,1552,1990,1561
329,pop.jpg,SODA,1387,1586,1417,1596
330,pop.jpg,2L,1423,1586,1430,1596
331,pop.jpg,8,939,1611,974,1640
332,pop.jpg,21L,1492,1592,1500,1600
333,pop.jpg,SRE,2720,1543,2755,1555
334,pop.jpg,GINGE,2831,1553,2884,1556
335,pop.jpg,SODA,2810,1572,2851,1579
336,pop.jpg,GINE,2855,1562,2884,1572
337,pop.jpg,CHUB,3069,1569,3113,1576
338,pop.jpg,213,2006,1627,2033,1639
339,pop.jpg,MUG,376,1708,560,1799
340,pop.jpg,2L,2137,1637,2148,1645
341,pop.jpg,Crush,16,1727,118,1700
342,pop.jpg,rape,62,1742,101,1731
343,pop.jpg,-1,1193,1721,1213,1737
344,pop.jpg,199,1225,1724,1245,1738
345,pop.jpg,912,304,1776,353,1804
346,pop.jpg,Pepper,647,1755,744,1804
347,pop.jpg,ODr,896,1772,974,1789
348,pop.jpg,Pepper,886,1776,984,1832
349,pop.jpg,GINGLA,2732,1688,2793,1692
350,pop.jpg,SODA,2722,1703,2759,1711
351,pop.jpg,GING,2765,1696,2792,1707
352,pop.jpg,-1,1417,1739,1452,1757
353,pop.jpg,139,1451,1742,1471,1758
354,pop.jpg,ROOT,436,1791,473,1812
355,pop.jpg,BEER,485,1797,521,1817
356,pop.jpg,150DA,3047,1694,3083,1705
357,pop.jpg,11,1239,1767,1248,1776
358,pop.jpg,ADA,3517,1687,3557,1703
359,pop.jpg,DRY,3511,1703,3539,1720
360,pop.jpg,CAPENE,550,1815,586,1827
361,pop.jpg,-1,1674,1766,1705,1783
362,pop.jpg,139,1708,1769,1729,1784
363,pop.jpg,CRsh,33,1837,133,1845
364,pop.jpg,-1,1923,1779,1961,1792
365,pop.jpg,139,1965,1780,1980,1793
366,pop.jpg,MING,412,1842,561,1921
367,pop.jpg,ANADA,3773,1717,3852,1730
368,pop.jpg,DRY,3781,1734,3834,1748
369,pop.jpg,139,2247,1810,2271,1826
370,pop.jpg,249,2524,1799,2550,1813
371,pop.jpg,Pebper,665,1876,753,1931
372,pop.jpg,111,1956,1827,1977,1843
373,pop.jpg,12,329,1904,380,1932
374,pop.jpg,CaNGER,3776,1766,3812,1779
375,pop.jpg,ALE,3816,1773,3834,1781
376,pop.jpg,ROOT,439,1919,483,1940
377,pop.jpg,BEER,493,1924,537,1946
378,pop.jpg,DIET-DIETE,2068,1845,2121,1859
379,pop.jpg,249,2758,1819,2786,1833
380,pop.jpg,up,1498,1883,1556,1932
381,pop.jpg,Brike,1610,1919,1835,1970
382,pop.jpg,Peppe,895,1912,982,1958
383,pop.jpg,CAFE,558,1943,596,1957
384,pop.jpg,249,3018,1842,3048,1856
385,pop.jpg,Dr,1178,1930,1236,1954
386,pop.jpg,Pepper,1154,1940,1255,1995
387,pop.jpg,compliments,2071,1891,2135,1910
388,pop.jpg,COLA,2071,1910,2128,1933
389,pop.jpg,569,3355,1868,3386,1883
390,pop.jpg,DIET-DIETE,2808,1911,2873,1925
391,pop.jpg,bew,190,2070,304,2060
392,pop.jpg,12,311,2094,358,2120
393,pop.jpg,1929,1450,1981,1501,1974
394,pop.jpg,compliments,2585,1936,2666,1955
395,pop.jpg,ICEB,1689,1984,1740,1989
396,pop.jpg,TEA,1738,1971,1774,1979
397,pop.jpg,MUG,390,2044,566,2119
398,pop.jpg,Pepper,636,2093,738,2139
399,pop.jpg,SODA,2592,1964,2615,1977
400,pop.jpg,CLUB,2620,1969,2639,1981
401,pop.jpg,compliments,2808,1959,2891,1978
402,pop.jpg,DIET-DIETE,2073,1999,2124,2017
403,pop.jpg,24,1536,2030,1587,2067
404,pop.jpg,CHOOSE,2954,1969,3061,1989
405,pop.jpg,UP,3066,1964,3101,1984
406,pop.jpg,CHOISI,2955,2000,3053,2019
407,pop.jpg,UP,3058,1992,3099,2016
408,pop.jpg,CHOOSE,2812,1978,2863,1991
409,pop.jpg,UP,2868,1984,2884,1992
410,pop.jpg,CHOISI,2812,1991,2856,2004
411,pop.jpg,UP,2862,1996,2876,2004
412,pop.jpg,2A,1748,2054,1826,2111
413,pop.jpg,ROOT,434,2117,476,2136
414,pop.jpg,BEER,487,2121,527,2140
415,pop.jpg,compliments,2068,2044,2139,2064
416,pop.jpg,D:,2562,2021,2590,2037
417,pop.jpg,G/OIETS,2617,2028,2673,2048
418,pop.jpg,bew,187,2199,352,2164
419,pop.jpg,12,326,2216,372,2240
420,pop.jpg,COLA,2072,2064,2132,2090
421,pop.jpg,CocaCoa,3656,2005,3787,2081
422,pop.jpg,Coa,3797,2021,3866,2090
423,pop.jpg,Coca,3866,2030,3962,2102
424,pop.jpg,Coca-Cola,3723,2072,3965,2167
425,pop.jpg,Crush,2,2154,114,2152
426,pop.jpg,Coca-Cola,3215,2029,3420,2124
427,pop.jpg,LEMON,1192,2115,1223,2132
428,pop.jpg,CITRON,1230,2120,1257,2137
429,pop.jpg,SDA,2775,2051,2796,2061
