item_1,item_2,support,confidence,lift
pork,ice cream,0.04,0.36363636363636365,3.6363636363636362
ice cream,butter,0.04,0.39999999999999997,3.9999999999999996
ice cream,butter,0.04,0.5714285714285714,3.1746031746031744
sandwich loaves,ice cream,0.05,0.4545454545454546,3.0303030303030307
pasta,butter,0.04,1.0,3.0303030303030303
ketchup,butter,0.04,0.36363636363636365,3.6363636363636362
ketchup,butter,0.04,0.39999999999999997,3.333333333333333
nan,butter,0.04,0.36363636363636365,3.0303030303030307
pork,butter,0.04,0.36363636363636365,3.6363636363636362
sandwich loaves,butter,0.04,0.36363636363636365,3.0303030303030307
sugar,butter,0.04,1.0,3.0303030303030303
sandwich loaves,pork,0.04,0.4444444444444445,3.1746031746031744
pork,shampoo,0.04,0.3076923076923077,3.418803418803419
yogurt,pork,0.04,0.3076923076923077,3.418803418803419
sandwich loaves,butter,0.04,0.39999999999999997,3.0769230769230766
vegetables,butter,0.05,0.7142857142857143,3.1055900621118013
cereals,ice cream,0.05,0.5,3.571428571428571
cereals,lunch meat,0.04,0.39999999999999997,3.6363636363636362
mixes,cereals,0.04,0.39999999999999997,3.0769230769230766
cereals,dishwashing liquid/detergent,0.04,0.33333333333333337,3.0303030303030307
cereals,ice cream,0.05,0.5,3.3333333333333335
dinner rolls,cheeses,0.04,0.5,3.125
fruits,cheeses,0.04,0.36363636363636365,3.3057851239669422
fruits,cheeses,0.04,0.36363636363636365,3.3057851239669422
ice cream,cheeses,0.04,0.36363636363636365,3.6363636363636362
ice cream,cheeses,0.05,0.4545454545454546,3.0303030303030307
cheeses,sandwich bags,0.04,0.36363636363636365,3.3057851239669422
cheeses,lunch meat,0.04,0.36363636363636365,3.3057851239669422
cheeses,sandwich bags,0.04,0.36363636363636365,3.0303030303030307
waffles,cheeses,0.04,0.36363636363636365,4.545454545454546
sandwich loaves,cheeses,0.04,0.36363636363636365,3.3057851239669422
coffee/tea,sandwich bags,0.04,0.36363636363636365,3.3057851239669422
coffee/tea,sandwich bags,0.04,0.36363636363636365,3.3057851239669422
yogurt,coffee/tea,0.05,0.4545454545454546,3.0303030303030307
mixes,coffee/tea,0.04,0.36363636363636365,3.3057851239669422
yogurt,mixes,0.04,0.36363636363636365,3.0303030303030307
coffee/tea,poultry,0.04,0.36363636363636365,3.3057851239669422
sandwich loaves,coffee/tea,0.04,0.36363636363636365,3.0303030303030307
pork,coffee/tea,0.04,0.36363636363636365,3.3057851239669422
yogurt,pork,0.05,0.4545454545454546,3.4965034965034967
yogurt,sandwich loaves,0.04,0.36363636363636365,3.6363636363636362
fruits,lunch meat,0.05,0.35714285714285715,3.2467532467532467
mixes,ice cream,0.04,0.33333333333333337,3.3333333333333335
ice cream,dishwashing liquid/detergent,0.04,0.33333333333333337,3.0303030303030307
ice cream,dishwashing liquid/detergent,0.05,0.4166666666666667,3.2051282051282053
tortillas,ice cream,0.05,0.4166666666666667,4.166666666666667
sugar,lunch meat,0.04,0.36363636363636365,3.3057851239669422
sugar,nan,0.04,0.36363636363636365,3.0303030303030307
sandwich bags,dishwashing liquid/detergent,0.04,0.33333333333333337,3.3333333333333335
tortillas,dishwashing liquid/detergent,0.04,0.5,3.571428571428571
yogurt,dishwashing liquid/detergent,0.04,0.33333333333333337,3.0303030303030307
tortillas,eggs,0.04,0.5714285714285714,4.395604395604395
yogurt,waffles,0.04,0.5714285714285714,6.349206349206349
vegetables,flour,0.04,1.0,3.2258064516129035
fruits,ice cream,0.07,0.5,3.3333333333333335
fruits,ice cream,0.05,0.4545454545454546,3.2467532467532467
fruits,nan,0.04,1.0,3.125
fruits,pork,0.04,0.4444444444444445,3.1746031746031744
fruits,sandwich bags,0.04,0.5,3.571428571428571
fruits,waffles,0.05,0.35714285714285715,3.2467532467532467
fruits,sugar,0.04,0.36363636363636365,3.0303030303030307
sandwich loaves,hand soap,0.04,0.6666666666666667,3.703703703703704
ice cream,juice,0.05,0.5,3.3333333333333335
ice cream,sandwich bags,0.05,0.5,3.3333333333333335
soap,ice cream,0.05,0.5,3.846153846153846
ice cream,paper towels,0.04,0.5,3.3333333333333335
ice cream,lunch meat,0.04,0.5714285714285714,3.8095238095238093
pork,ice cream,0.04,0.5714285714285714,5.7142857142857135
sandwich bags,ice cream,0.05,0.7142857142857143,4.761904761904762
sandwich loaves,ice cream,0.04,0.5714285714285714,3.8095238095238093
ice cream,shampoo,0.04,0.5714285714285714,5.194805194805195
ice cream,waffles,0.04,0.5714285714285714,4.761904761904762
pork,ice cream,0.04,0.3076923076923077,3.076923076923077
sandwich bags,ice cream,0.06,0.3333333333333333,4.166666666666666
sandwich loaves,ice cream,0.06,0.4615384615384615,3.0769230769230766
ice cream,shampoo,0.04,1.0,3.125
ice cream,lunch meat,0.05,0.4545454545454546,3.0303030303030307
ice cream,waffles,0.05,0.38461538461538464,3.2051282051282053
ice cream,milk,0.04,0.5714285714285714,3.8095238095238093
pork,ice cream,0.05,0.35714285714285715,3.571428571428571
ice cream,pasta,0.04,0.5,4.545454545454546
ice cream,sandwich bags,0.05,0.625,4.166666666666667
tortillas,ice cream,0.04,0.3076923076923077,3.076923076923077
soap,ice cream,0.04,0.5714285714285714,4.395604395604395
pork,ice cream,0.04,1.0,3.125
pork,ice cream,0.06,0.4285714285714285,4.285714285714285
pork,ice cream,0.05,0.38461538461538464,3.8461538461538463
yogurt,pork,0.04,0.3076923076923077,3.076923076923077
ice cream,poultry,0.05,0.5,3.3333333333333335
sandwich loaves,ice cream,0.05,0.5,3.3333333333333335
soap,ice cream,0.05,0.5,3.3333333333333335
ice cream,waffles,0.06,0.375,3.125
soap,ice cream,0.04,0.39999999999999997,3.6363636363636362
juice,ketchup,0.04,1.0,3.125
juice,paper towels,0.04,0.39999999999999997,3.0769230769230766
juice,sandwich bags,0.04,0.39999999999999997,3.6363636363636362
soap,juice,0.05,0.5,3.846153846153846
pasta,ketchup,0.04,0.39999999999999997,3.9999999999999996
ketchup,poultry,0.04,0.39999999999999997,3.0769230769230766
soap,ketchup,0.05,0.33333333333333337,3.0303030303030307
ketchup,soda,0.04,0.5,3.846153846153846
sandwich bags,paper towels,0.05,0.5,4.166666666666667
vegetables,paper towels,0.05,0.625,3.289473684210526
pasta,poultry,0.04,0.39999999999999997,3.6363636363636362
pasta,sandwich bags,0.04,0.39999999999999997,3.9999999999999996
soap,pasta,0.05,0.5,5.0
poultry,sandwich bags,0.04,0.39999999999999997,3.0769230769230766
soap,poultry,0.04,0.39999999999999997,3.6363636363636362
soap,sandwich bags,0.04,0.39999999999999997,3.0769230769230766
soap,shampoo,0.04,0.39999999999999997,3.0769230769230766
ketchup,sandwich bags,0.05,0.33333333333333337,3.0303030303030307
sandwich bags,paper towels,0.05,0.625,5.681818181818182
tortillas,pasta,0.05,0.625,4.4642857142857135
toilet paper,sandwich bags,0.04,0.4444444444444445,4.040404040404041
waffles,sandwich bags,0.04,1.0,3.125
yogurt,sandwich bags,0.05,0.38461538461538464,3.4965034965034967
soap,ketchup,0.04,0.39999999999999997,3.9999999999999996
milk,ketchup,0.04,0.5714285714285714,3.1746031746031744
yogurt,milk,0.04,0.5714285714285714,3.8095238095238093
pasta,ketchup,0.04,0.5,5.0
soap,ketchup,0.04,0.39999999999999997,3.6363636363636362
ketchup,sandwich bags,0.05,0.33333333333333337,3.3333333333333335
soap,ketchup,0.04,0.39999999999999997,3.9999999999999996
yogurt,ketchup,0.04,0.3076923076923077,3.076923076923077
sandwich bags,lunch meat,0.04,0.5714285714285714,7.142857142857142
pork,shampoo,0.04,0.5714285714285714,4.395604395604395
sandwich bags,waffles,0.04,0.5714285714285714,4.081632653061224
pasta sauce,soap,0.04,0.5714285714285714,5.7142857142857135
pork,shampoo,0.05,0.38461538461538464,4.273504273504274
soap,poultry,0.04,0.39999999999999997,3.9999999999999996
sandwich loaves,sandwich bags,0.04,0.5,3.571428571428571
vegetables,sandwich bags,0.06,0.75,3.260869565217391
sandwich bags,waffles,0.04,0.3076923076923077,3.8461538461538463
soap,shampoo,0.04,0.3076923076923077,3.076923076923077
vegetables,milk,0.06,0.857142857142857,3.428571428571428
yogurt,mixes,0.05,0.4545454545454546,3.2467532467532467
pork,nan,0.04,1.0,3.125
yogurt,pork,0.04,1.0,3.0303030303030303
waffles,nan,0.04,0.3076923076923077,3.418803418803419
pasta,sandwich bags,0.05,0.625,6.25
vegetables,sandwich bags,0.07,0.8750000000000001,3.5000000000000004
waffles,sandwich bags,0.04,0.5,3.571428571428571
yogurt,sandwich bags,0.04,0.5,3.571428571428571
sandwich loaves,pork,0.05,0.35714285714285715,3.571428571428571
yogurt,pork,0.04,0.3076923076923077,3.076923076923077
poultry,sandwich bags,0.04,0.39999999999999997,3.9999999999999996
sandwich loaves,poultry,0.04,0.39999999999999997,3.333333333333333
soap,poultry,0.04,0.39999999999999997,3.9999999999999996
sugar,poultry,0.04,0.36363636363636365,3.3057851239669422
soap,sandwich bags,0.04,0.39999999999999997,3.9999999999999996
vegetables,sandwich bags,0.07,0.30434782608695654,3.0434782608695654
yogurt,sandwich loaves,0.05,0.38461538461538464,3.8461538461538463
sugar,shampoo,0.05,0.4545454545454546,3.2467532467532467
tortillas,sugar,0.04,0.5,3.571428571428571
soap,poultry,0.04,0.5714285714285714,5.194805194805195
soap,pasta sauce,0.05,0.7142857142857143,3.571428571428571
sandwich loaves,pork,0.04,1.0,3.125
pork,shampoo,0.05,0.38461538461538464,3.4965034965034967
sandwich loaves,pork,0.05,1.0,3.125
yogurt,sandwich loaves,0.05,0.3125,3.125
soap,pork,0.04,0.39999999999999997,3.0769230769230766
yogurt,pork,0.04,0.5,3.846153846153846
sandwich loaves,poultry,0.05,0.5,4.545454545454546
soap,poultry,0.04,0.39999999999999997,3.0769230769230766
bagels,waffles,0.04,0.33333333333333337,3.3333333333333335
bagels,cereals,0.05,0.33333333333333337,3.3333333333333335
mixes,bagels,0.05,0.4166666666666667,3.4722222222222223
bagels,cereals,0.04,0.33333333333333337,3.0303030303030307
sandwich loaves,bagels,0.04,0.3076923076923077,3.076923076923077
fruits,bagels,0.04,0.4444444444444445,5.555555555555556
fruits,pork,0.04,0.4444444444444445,3.703703703703704
fruits,sandwich loaves,0.04,0.4444444444444445,3.1746031746031744
bagels,juice,0.05,0.33333333333333337,3.0303030303030307
bagels,pasta sauce,0.04,0.36363636363636365,3.3057851239669422
sandwich loaves,bagels,0.05,0.4545454545454546,3.2467532467532467
bagels,pasta sauce,0.05,0.33333333333333337,3.0303030303030307
mixes,bagels,0.04,0.3076923076923077,3.418803418803419
tortillas,mixes,0.04,0.36363636363636365,3.0303030303030307
dinner rolls,mixes,0.04,0.33333333333333337,3.3333333333333335
sandwich loaves,beef,0.04,0.39999999999999997,3.6363636363636362
sandwich loaves,shampoo,0.04,0.33333333333333337,3.0303030303030307
soap,beef,0.04,0.39999999999999997,3.6363636363636362
hand soap,cheeses,0.04,0.33333333333333337,3.3333333333333335
mixes,coffee/tea,0.05,0.38461538461538464,3.2051282051282053
sugar,coffee/tea,0.04,0.36363636363636365,3.6363636363636362
tortillas,coffee/tea,0.04,0.36363636363636365,3.0303030303030307
hand soap,butter,0.04,0.36363636363636365,3.6363636363636362
mixes,butter,0.05,0.4545454545454546,3.2467532467532467
mixes,butter,0.04,0.36363636363636365,3.6363636363636362
tortillas,mixes,0.05,0.38461538461538464,3.2051282051282053
tortillas,butter,0.04,0.36363636363636365,3.3057851239669422
tortillas,sandwich loaves,0.05,0.4545454545454546,3.7878787878787885
shampoo,butter,0.04,0.36363636363636365,3.6363636363636362
dinner rolls,cereals,0.04,0.33333333333333337,3.0303030303030307
dinner rolls,cereals,0.04,0.33333333333333337,3.3333333333333335
ice cream,cereals,0.04,0.4444444444444445,4.444444444444445
cereals,hand soap,0.05,0.4166666666666667,4.166666666666667
cereals,hand soap,0.05,0.4166666666666667,3.4722222222222223
cereals,hand soap,0.06,0.5,3.3333333333333335
cereals,toilet paper,0.04,0.4444444444444445,3.418803418803419
cereals,ice cream,0.04,0.39999999999999997,3.9999999999999996
cereals,pasta sauce,0.04,1.0,3.0303030303030303
cereals,pasta sauce,0.07,0.5833333333333334,3.6458333333333335
sandwich loaves,cereals,0.04,1.0,3.125
cereals,milk,0.04,0.33333333333333337,3.3333333333333335
pasta sauce,cereals,0.06,0.5,3.125
cereals,poultry,0.04,0.39999999999999997,3.9999999999999996
mixes,cereals,0.04,0.33333333333333337,3.703703703703704
sandwich loaves,cereals,0.04,0.39999999999999997,3.333333333333333
cereals,toilet paper,0.04,0.39999999999999997,3.0769230769230766
cereals,waffles,0.04,0.39999999999999997,3.9999999999999996
yogurt,cheeses,0.04,0.36363636363636365,3.6363636363636362
soap,sandwich loaves,0.04,0.33333333333333337,3.0303030303030307
coffee/tea,eggs,0.04,0.4444444444444445,3.418803418803419
coffee/tea,eggs,0.04,0.39999999999999997,3.0769230769230766
sugar,coffee/tea,0.04,0.39999999999999997,3.0769230769230766
waffles,coffee/tea,0.04,0.5714285714285714,4.081632653061224
coffee/tea,hand soap,0.04,0.4444444444444445,3.1746031746031744
mixes,coffee/tea,0.06,0.5,3.125
waffles,coffee/tea,0.04,0.33333333333333337,4.761904761904762
mixes,coffee/tea,0.05,0.35714285714285715,3.571428571428571
tortillas,mixes,0.06,0.4615384615384615,3.0769230769230766
coffee/tea,poultry,0.04,0.39999999999999997,3.6363636363636362
tortillas,coffee/tea,0.04,0.36363636363636365,3.3057851239669422
coffee/tea,poultry,0.04,0.4444444444444445,3.1746031746031744
coffee/tea,soda,0.05,0.35714285714285715,3.2467532467532467
pork,coffee/tea,0.04,0.36363636363636365,3.0303030303030307
tortillas,sugar,0.04,0.36363636363636365,3.6363636363636362
dinner rolls,eggs,0.04,0.39999999999999997,3.0769230769230766
dinner rolls,eggs,0.04,1.0,3.3333333333333335
dinner rolls,eggs,0.04,0.39999999999999997,3.0769230769230766
dinner rolls,waffles,0.04,0.39999999999999997,3.6363636363636362
dinner rolls,yogurt,0.04,0.39999999999999997,3.0769230769230766
dinner rolls,ice cream,0.04,0.39999999999999997,3.9999999999999996
dinner rolls,yogurt,0.04,0.39999999999999997,3.0769230769230766
dinner rolls,pasta,0.04,0.4444444444444445,4.040404040404041
dinner rolls,shampoo,0.04,0.33333333333333337,3.0303030303030307
dinner rolls,tortillas,0.04,0.36363636363636365,3.3057851239669422
dinner rolls,waffles,0.04,0.33333333333333337,3.0303030303030307
dinner rolls,mixes,0.04,0.33333333333333337,3.3333333333333335
dinner rolls,mixes,0.04,0.36363636363636365,3.6363636363636362
dinner rolls,tortillas,0.04,0.39999999999999997,3.9999999999999996
eggs,dishwashing liquid/detergent,0.04,0.39999999999999997,3.6363636363636362
laundry detergent,dishwashing liquid/detergent,0.05,0.5,3.125
tortillas,sandwich bags,0.04,0.39999999999999997,3.333333333333333
yogurt,ice cream,0.04,0.36363636363636365,3.6363636363636362
eggs,pasta sauce,0.04,0.36363636363636365,3.6363636363636362
eggs,laundry detergent,0.06,0.4,4.444444444444445
pasta,eggs,0.04,0.4444444444444445,3.418803418803419
eggs,pasta sauce,0.04,0.39999999999999997,3.0769230769230766
toilet paper,eggs,0.04,0.39999999999999997,3.0769230769230766
waffles,eggs,0.05,0.33333333333333337,3.0303030303030307
ketchup,eggs,0.04,0.33333333333333337,3.0303030303030307
ketchup,waffles,0.04,0.33333333333333337,3.0303030303030307
ketchup,yogurt,0.05,0.4166666666666667,3.2051282051282053
pasta sauce,eggs,0.04,0.39999999999999997,4.444444444444445
eggs,soda,0.05,0.35714285714285715,3.2467532467532467
yogurt,eggs,0.04,0.36363636363636365,3.3057851239669422
tortillas,eggs,0.04,1.0,3.3333333333333335
tortillas,eggs,0.04,0.36363636363636365,4.545454545454546
yogurt,eggs,0.04,0.39999999999999997,3.0769230769230766
yogurt,eggs,0.05,0.35714285714285715,3.2467532467532467
yogurt,waffles,0.04,0.36363636363636365,3.3057851239669422
mixes,flour,0.04,0.39999999999999997,4.444444444444445
soda,flour,0.04,0.7999999999999999,3.0769230769230766
fruits,sandwich loaves,0.04,0.4444444444444445,3.418803418803419
fruits,sandwich loaves,0.04,0.4444444444444445,3.418803418803419
ice cream,hand soap,0.04,0.4444444444444445,3.703703703703704
hand soap,laundry detergent,0.05,0.5555555555555556,3.4722222222222223
hand soap,pasta sauce,0.05,0.5555555555555556,3.4722222222222223
toilet paper,hand soap,0.05,0.5,5.0
pasta sauce,hand soap,0.05,0.5555555555555556,3.4722222222222223
toilet paper,hand soap,0.04,0.4444444444444445,3.1746031746031744
pasta sauce,hand soap,0.04,0.39999999999999997,3.333333333333333
mixes,toilet paper,0.04,0.4444444444444445,3.703703703703704
toilet paper,hand soap,0.04,0.4444444444444445,3.1746031746031744
ice cream,laundry detergent,0.04,1.0,3.125
ice cream,toilet paper,0.06,0.4,3.076923076923077
sandwich bags,ice cream,0.04,0.36363636363636365,3.3057851239669422
ice cream,shampoo,0.04,0.33333333333333337,3.3333333333333335
ice cream,toilet paper,0.04,0.39999999999999997,3.9999999999999996
ice cream,waffles,0.04,0.33333333333333337,3.3333333333333335
ice cream,waffles,0.04,0.39999999999999997,3.333333333333333
yogurt,ice cream,0.04,0.36363636363636365,3.3057851239669422
juice,pasta sauce,0.05,0.5,3.571428571428571
soap,sandwich loaves,0.04,0.36363636363636365,3.3057851239669422
pasta sauce,laundry detergent,0.06,0.6,3.75
soda,laundry detergent,0.04,1.0,3.125
toilet paper,laundry detergent,0.06,0.6,3.75
tortillas,mixes,0.05,0.4545454545454546,3.2467532467532467
ketchup,soda,0.04,0.33333333333333337,3.0303030303030307
yogurt,ketchup,0.04,0.33333333333333337,3.3333333333333335
waffles,ketchup,0.04,0.39999999999999997,3.0769230769230766
soap,sandwich loaves,0.04,0.33333333333333337,3.0303030303030307
yogurt,ketchup,0.04,0.33333333333333337,3.0303030303030307
tortillas,waffles,0.04,0.33333333333333337,3.3333333333333335
soda,lunch meat,0.04,0.39999999999999997,4.444444444444445
waffles,lunch meat,0.04,0.39999999999999997,3.0769230769230766
pasta sauce,waffles,0.04,0.39999999999999997,3.0769230769230766
sandwich loaves,shampoo,0.04,0.33333333333333337,3.0303030303030307
soap,sandwich loaves,0.04,0.39999999999999997,3.6363636363636362
shampoo,laundry detergent,0.04,0.33333333333333337,3.703703703703704
shampoo,lunch meat,0.04,0.39999999999999997,3.9999999999999996
mixes,poultry,0.04,0.3076923076923077,3.418803418803419
mixes,sandwich loaves,0.04,0.3076923076923077,3.8461538461538463
tortillas,mixes,0.05,0.38461538461538464,3.4965034965034967
yogurt,mixes,0.04,0.39999999999999997,3.333333333333333
tortillas,mixes,0.05,0.38461538461538464,3.2051282051282053
yogurt,mixes,0.04,0.3076923076923077,3.076923076923077
tortillas,mixes,0.04,0.36363636363636365,3.0303030303030307
tortillas,mixes,0.04,0.3076923076923077,3.076923076923077
yogurt,soda,0.04,0.36363636363636365,3.3057851239669422
yogurt,soda,0.04,0.39999999999999997,3.6363636363636362
sandwich loaves,sugar,0.04,0.39999999999999997,3.0769230769230766
soap,sandwich loaves,0.04,0.39999999999999997,3.0769230769230766
soap,sugar,0.04,0.33333333333333337,3.0303030303030307
waffles,shampoo,0.04,0.33333333333333337,3.3333333333333335
tortillas,sugar,0.04,0.39999999999999997,3.333333333333333
fruits,mixes,0.05,0.5555555555555556,5.050505050505051
fruits,pork,0.04,0.4444444444444445,3.418803418803419
fruits,sandwich loaves,0.04,0.4444444444444445,3.418803418803419
mixes,bagels,0.04,0.4444444444444445,3.1746031746031744
sandwich loaves,bagels,0.04,0.4444444444444445,3.418803418803419
mixes,bagels,0.04,0.33333333333333337,3.0303030303030307
sandwich loaves,bagels,0.04,0.4444444444444445,3.418803418803419
bagels,shampoo,0.04,0.3076923076923077,3.418803418803419
fruits,tortillas,0.04,0.3076923076923077,3.418803418803419
pasta sauce,bagels,0.04,0.39999999999999997,3.6363636363636362
bagels,poultry,0.04,0.39999999999999997,3.0769230769230766
tortillas,bagels,0.05,0.38461538461538464,3.4965034965034967
bagels,shampoo,0.04,0.5,3.3333333333333335
bagels,poultry,0.04,0.4444444444444445,4.444444444444445
tortillas,bagels,0.04,0.36363636363636365,3.0303030303030307
mixes,bagels,0.05,0.5,3.571428571428571
sandwich loaves,bagels,0.04,0.39999999999999997,3.0769230769230766
mixes,bagels,0.04,0.39999999999999997,4.444444444444445
mixes,bagels,0.04,0.33333333333333337,4.166666666666667
sandwich loaves,bagels,0.04,0.3076923076923077,3.076923076923077
bagels,cheeses,0.04,1.0,3.125
bagels,cheeses,0.04,0.5,3.571428571428571
sandwich loaves,bagels,0.04,0.3076923076923077,3.076923076923077
bagels,coffee/tea,0.05,0.4545454545454546,3.4965034965034967
bagels,coffee/tea,0.04,0.5,3.125
bagels,toilet paper,0.04,0.5714285714285714,3.571428571428571
vegetables,bagels,0.05,0.7142857142857143,3.2467532467532467
fruits,bagels,0.04,0.36363636363636365,3.3057851239669422
fruits,yogurt,0.04,0.36363636363636365,5.194805194805195
bagels,toilet paper,0.04,0.39999999999999997,3.0769230769230766
bagels,toilet paper,0.04,0.36363636363636365,3.3057851239669422
fruits,bagels,0.05,0.5,3.571428571428571
fruits,sandwich loaves,0.04,0.39999999999999997,3.0769230769230766
fruits,tortillas,0.04,0.39999999999999997,3.0769230769230766
fruits,mixes,0.04,0.33333333333333337,3.0303030303030307
fruits,tortillas,0.04,0.5,3.846153846153846
fruits,tortillas,0.04,1.0,3.0303030303030303
fruits,pork,0.05,0.4166666666666667,3.2051282051282053
fruits,pork,0.04,0.39999999999999997,3.0769230769230766
fruits,tortillas,0.06,0.4615384615384615,3.550295857988165
fruits,yogurt,0.05,0.7142857142857143,3.1055900621118013
ice cream,bagels,0.04,0.5714285714285714,4.395604395604395
ketchup,bagels,0.04,0.5714285714285714,4.081632653061224
bagels,toilet paper,0.04,0.39999999999999997,3.0769230769230766
bagels,ice cream,0.04,0.4444444444444445,3.1746031746031744
sandwich loaves,bagels,0.04,0.33333333333333337,3.3333333333333335
bagels,juice,0.05,0.4545454545454546,3.0303030303030307
bagels,waffles,0.04,0.36363636363636365,3.0303030303030307
tortillas,bagels,0.05,0.5,3.3333333333333335
mixes,bagels,0.04,0.4444444444444445,3.1746031746031744
mixes,bagels,0.05,0.3125,3.4722222222222223
mixes,bagels,0.06,0.5,3.846153846153846
pork,bagels,0.04,0.5,3.125
bagels,sugar,0.04,0.5,3.3333333333333335
tortillas,bagels,0.05,0.625,4.166666666666667
pork,bagels,0.05,0.4166666666666667,3.2051282051282053
yogurt,pork,0.04,0.5,3.125
tortillas,bagels,0.05,0.4545454545454546,3.0303030303030307
vegetables,bagels,0.06,0.6,3.529411764705882
pasta sauce,bagels,0.05,0.5,3.846153846153846
bagels,milk,0.04,0.39999999999999997,3.0769230769230766
pork,bagels,0.04,0.33333333333333337,3.0303030303030307
soap,bagels,0.04,0.39999999999999997,3.6363636363636362
bagels,soda,0.04,0.4444444444444445,3.1746031746031744
tortillas,bagels,0.04,0.36363636363636365,3.3057851239669422
bagels,milk,0.05,0.5555555555555556,3.968253968253968
pork,bagels,0.04,0.4444444444444445,3.1746031746031744
mixes,bagels,0.04,0.33333333333333337,3.0303030303030307
mixes,bagels,0.04,0.4444444444444445,3.1746031746031744
tortillas,bagels,0.04,0.5,3.125
tortillas,pork,0.04,0.5,5.0
tortillas,bagels,0.04,0.5,3.3333333333333335
bagels,toilet paper,0.05,0.5555555555555556,3.4722222222222223
vegetables,bagels,0.06,0.6666666666666666,3.0303030303030303
tortillas,bagels,0.04,0.36363636363636365,3.0303030303030307
sugar,waffles,0.04,0.36363636363636365,3.0303030303030307
tortillas,cereals,0.04,0.36363636363636365,3.0303030303030307
coffee/tea,cheeses,0.04,0.3076923076923077,3.076923076923077
yogurt,coffee/tea,0.05,0.38461538461538464,3.2051282051282053
cheeses,beef,0.04,0.5,3.571428571428571
eggs,cheeses,0.05,0.38461538461538464,3.8461538461538463
ice cream,cheeses,0.05,0.38461538461538464,3.4965034965034967
ketchup,cheeses,0.06,0.4285714285714285,3.0612244897959173
cheeses,beef,0.04,0.3076923076923077,3.076923076923077
soap,cheeses,0.04,0.4444444444444445,3.1746031746031744
yogurt,cheeses,0.04,0.39999999999999997,3.6363636363636362
ice cream,cheeses,0.04,0.3076923076923077,3.076923076923077
tortillas,cheeses,0.05,0.38461538461538464,3.8461538461538463
yogurt,cheeses,0.05,0.38461538461538464,3.2051282051282053
fruits,soap,0.05,0.35714285714285715,3.2467532467532467
milk,cheeses,0.04,0.4444444444444445,3.418803418803419
yogurt,mixes,0.04,0.39999999999999997,3.0769230769230766
soap,cheeses,0.05,0.4545454545454546,3.7878787878787885
soap,cheeses,0.05,0.4545454545454546,3.7878787878787885
soap,sugar,0.04,0.36363636363636365,3.0303030303030307
soap,waffles,0.05,0.35714285714285715,4.464285714285714
tortillas,coffee/tea,0.04,0.3076923076923077,3.8461538461538463
yogurt,coffee/tea,0.04,0.39999999999999997,3.0769230769230766
mixes,hand soap,0.05,0.5,3.125
mixes,coffee/tea,0.05,0.38461538461538464,3.4965034965034967
ice cream,eggs,0.04,0.3076923076923077,3.076923076923077
eggs,beef,0.04,0.3076923076923077,3.076923076923077
yogurt,eggs,0.05,0.38461538461538464,3.4965034965034967
ice cream,flour,0.04,0.3076923076923077,3.8461538461538463
flour,beef,0.04,0.4444444444444445,3.703703703703704
